|0|0.buoys|0.ships|1|1.buoys|1.ships|2|2.buoys|2.ships|nreports|nreports.buoys|nreports.ships
1912-09-01|72064|0|72064|272.0|0|272.0|364.0|0|364.0|72700|0|72700
1912-10-01|75855|0|75855|214.0|0|214.0|314.0|0|314.0|76383|0|76383
1912-11-01|72845|0|72845|190.0|0|190.0|370.0|0|370.0|73405|0|73405
1912-12-01|78145|0|78145|188.0|0|188.0|418.0|0|418.0|78751|0|78751
1913-01-01|88358|0|88358|206.0|0|206.0|463.0|0|463.0|89027|0|89027
1913-02-01|82008|0|82008|155.0|0|155.0|443.0|0|443.0|82606|0|82606
1913-03-01|93648|0|93648|245.0|0|245.0|616.0|0|616.0|94509|0|94509
1913-04-01|85204|0|85204|171.0|0|171.0|452.0|0|452.0|85827|0|85827
1913-05-01|86594|0|86594|249.0|0|249.0|478.0|0|478.0|87321|0|87321
1913-06-01|85117|0|85117|230.0|0|230.0|514.0|0|514.0|85861|0|85861
1913-07-01|88855|0|88855|408.0|0|408.0|496.0|0|496.0|89759|0|89759
1913-08-01|88652|0|88652|265.0|0|265.0|464.0|0|464.0|89381|0|89381
1913-09-01|85066|0|85066|235.0|0|235.0|388.0|0|388.0|85689|0|85689
1913-10-01|86616|0|86616|242.0|0|242.0|429.0|0|429.0|87287|0|87287
1913-11-01|86099|0|86099|279.0|0|279.0|513.0|0|513.0|86891|0|86891
1913-12-01|88357|0|88357|606.0|0|606.0|482.0|0|482.0|89445|0|89445
1914-01-01|86181|0|86181|448.0|0|448.0|508.0|0|508.0|87137|0|87137
1914-02-01|78718|0|78718|304.0|0|304.0|525.0|0|525.0|79547|0|79547
1914-03-01|86518|0|86518|448.0|0|448.0|634.0|0|634.0|87600|0|87600
1914-04-01|75943|0|75943|448.0|0|448.0|534.0|0|534.0|76925|0|76925
1914-05-01|73231|0|73231|450.0|0|450.0|498.0|0|498.0|74179|0|74179
1914-06-01|62668|0|62668|441.0|0|441.0|389.0|0|389.0|63498|0|63498
1914-07-01|51937|0|51937|516.0|0|516.0|302.0|0|302.0|52755|0|52755
1914-08-01|35489|0|35489|473.0|0|473.0|365.0|0|365.0|36327|0|36327
1914-09-01|31732|0|31732|550.0|0|550.0|361.0|0|361.0|32643|0|32643
1914-10-01|35640|0|35640|839.0|0|839.0|197.0|0|197.0|36676|0|36676
1914-11-01|37194|0|37194|930.0|0|930.0|264.0|0|264.0|38388|0|38388
1914-12-01|37068|0|37068|1887.0|0|1887.0|235.0|0|235.0|39190|0|39190
1915-01-01|38101|0|38101|2349.0|0|2349.0|318.0|0|318.0|40768|0|40768
1915-02-01|36162|0|36162|3010.0|0|3010.0|359.0|0|359.0|39531|0|39531
1915-03-01|40872|0|40872|2423.0|0|2423.0|822.0|0|822.0|44117|0|44117
1915-04-01|40293|0|40293|2470.0|0|2470.0|672.0|0|672.0|43435|0|43435
1915-05-01|40277|0|40277|2043.0|0|2043.0|588.0|0|588.0|42908|0|42908
1915-06-01|40967|0|40967|1724.0|0|1724.0|639.0|0|639.0|43330|0|43330
1915-07-01|41180|0|41180|2531.0|0|2531.0|527.0|0|527.0|44238|0|44238
1915-08-01|40971|0|40971|2864.0|0|2864.0|995.0|0|995.0|44830|0|44830
1915-09-01|39646|0|39646|2478.0|0|2478.0|645.0|0|645.0|42769|0|42769
1915-10-01|41211|0|41211|1710.0|0|1710.0|656.0|0|656.0|43577|0|43577
1915-11-01|40699|0|40699|1798.0|0|1798.0|524.0|0|524.0|43021|0|43021
1915-12-01|40256|0|40256|1808.0|0|1808.0|418.0|0|418.0|42482|0|42482
1916-01-01|39997|0|39997|1698.0|0|1698.0|458.0|0|458.0|42153|0|42153
1916-02-01|39118|0|39118|2198.0|0|2198.0|378.0|0|378.0|41694|0|41694
1916-03-01|41342|0|41342|1890.0|0|1890.0|451.0|0|451.0|43683|0|43683
1916-04-01|38216|0|38216|1767.0|0|1767.0|531.0|0|531.0|40514|0|40514
1916-05-01|39419|0|39419|1678.0|0|1678.0|508.0|0|508.0|41605|0|41605
1916-06-01|39697|0|39697|1815.0|0|1815.0|425.0|0|425.0|41937|0|41937
1916-07-01|39936|0|39936|1954.0|0|1954.0|329.0|0|329.0|42219|0|42219
1916-08-01|40202|0|40202|2839.0|0|2839.0|427.0|0|427.0|43468|0|43468
1916-09-01|37745|0|37745|3041.0|0|3041.0|355.0|0|355.0|41141|0|41141
1916-10-01|38505|0|38505|2879.0|0|2879.0|311.0|0|311.0|41695|0|41695
1916-11-01|37690|0|37690|2531.0|0|2531.0|536.0|0|536.0|40757|0|40757
1916-12-01|37417|0|37417|2598.0|0|2598.0|461.0|0|461.0|40476|0|40476
1917-01-01|34479|0|34479|2512.0|0|2512.0|575.0|0|575.0|37566|0|37566
1917-02-01|28896|0|28896|1976.0|0|1976.0|295.0|0|295.0|31167|0|31167
1917-03-01|31894|0|31894|2326.0|0|2326.0|514.0|0|514.0|34734|0|34734
1917-04-01|30413|0|30413|1596.0|0|1596.0|618.0|0|618.0|32627|0|32627
1917-05-01|32190|0|32190|1653.0|0|1653.0|709.0|0|709.0|34552|0|34552
1917-06-01|31476|0|31476|2217.0|0|2217.0|619.0|0|619.0|34312|0|34312
1917-07-01|31563|0|31563|2513.0|0|2513.0|892.0|0|892.0|34968|0|34968
1917-08-01|31152|0|31152|2443.0|0|2443.0|973.0|0|973.0|34568|0|34568
1917-09-01|31144|0|31144|1815.0|0|1815.0|815.0|0|815.0|33774|0|33774
1917-10-01|32064|0|32064|2056.0|0|2056.0|920.0|0|920.0|35040|0|35040
1917-11-01|30093|0|30093|1648.0|0|1648.0|964.0|0|964.0|32705|0|32705
1917-12-01|29338|0|29338|1478.0|0|1478.0|1055.0|0|1055.0|31871|0|31871
1918-01-01|28833|0|28833|1221.0|0|1221.0|1297.0|0|1297.0|31351|0|31351
1918-02-01|24350|0|24350|1078.0|0|1078.0|953.0|0|953.0|26381|0|26381
1918-03-01|26548|0|26548|1521.0|0|1521.0|930.0|0|930.0|28999|0|28999
1918-04-01|23634|0|23634|2370.0|0|2370.0|711.0|0|711.0|26715|0|26715
1918-05-01|24933|0|24933|2166.0|0|2166.0|603.0|0|603.0|27702|0|27702
1918-06-01|24701|0|24701|1704.0|0|1704.0|1016.0|0|1016.0|27421|0|27421
1918-07-01|26016|0|26016|1672.0|0|1672.0|976.0|0|976.0|28664|0|28664
1918-08-01|28115|0|28115|1989.0|0|1989.0|854.0|0|854.0|30958|0|30958
1918-09-01|24567|0|24567|1723.0|0|1723.0|836.0|0|836.0|27126|0|27126
1918-10-01|25160|0|25160|2084.0|0|2084.0|849.0|0|849.0|28093|0|28093
1918-11-01|24064|0|24064|1529.0|0|1529.0|765.0|0|765.0|26358|0|26358
1918-12-01|22419|0|22419|856.0|0|856.0|1047.0|0|1047.0|24322|0|24322
1919-01-01|23340|0|23340|494.0|0|494.0|745.0|0|745.0|24579|0|24579
1919-02-01|22401|0|22401|480.0|0|480.0|785.0|0|785.0|23666|0|23666
1919-03-01|26758|0|26758|559.0|0|559.0|1079.0|0|1079.0|28396|0|28396
1919-04-01|25579|0|25579|416.0|0|416.0|878.0|0|878.0|26873|0|26873
1919-05-01|29819|0|29819|399.0|0|399.0|850.0|0|850.0|31068|0|31068
1919-06-01|29086|0|29086|584.0|0|584.0|1013.0|0|1013.0|30683|0|30683
1919-07-01|28684|0|28684|622.0|0|622.0|1117.0|0|1117.0|30423|0|30423
1919-08-01|31410|0|31410|607.0|0|607.0|1040.0|0|1040.0|33057|0|33057
1919-09-01|31281|0|31281|468.0|0|468.0|866.0|0|866.0|32615|0|32615
1919-10-01|31975|0|31975|361.0|0|361.0|912.0|0|912.0|33248|0|33248
1919-11-01|30830|0|30830|280.0|0|280.0|620.0|0|620.0|31730|0|31730
1919-12-01|30045|0|30045|278.0|0|278.0|910.0|0|910.0|31233|0|31233
1920-01-01|25937|0|25937|244.0|0|244.0|607.0|0|607.0|26788|0|26788
1920-02-01|27956|0|27956|246.0|0|246.0|266.0|0|266.0|28468|0|28468
1920-03-01|26107|0|26107|289.0|0|289.0|608.0|0|608.0|27004|0|27004
1920-04-01|24706|0|24706|404.0|0|404.0|500.0|0|500.0|25610|0|25610
1920-05-01|27471|0|27471|357.0|0|357.0|672.0|0|672.0|28500|0|28500
1920-06-01|27306|0|27306|280.0|0|280.0|894.0|0|894.0|28480|0|28480
1920-07-01|31271|0|31271|417.0|0|417.0|1090.0|0|1090.0|32778|0|32778
1920-08-01|32804|0|32804|225.0|0|225.0|711.0|0|711.0|33740|0|33740
1920-09-01|32216|0|32216|226.0|0|226.0|1107.0|0|1107.0|33549|0|33549
1920-10-01|34778|0|34778|186.0|0|186.0|1464.0|0|1464.0|36428|0|36428
1920-11-01|34345|0|34345|203.0|0|203.0|938.0|0|938.0|35486|0|35486
1920-12-01|36921|0|36921|222.0|0|222.0|760.0|0|760.0|37903|0|37903
1921-01-01|34417|0|34417|209.0|0|209.0|466.0|0|466.0|35092|0|35092
1921-02-01|34628|0|34628|231.0|0|231.0|352.0|0|352.0|35211|0|35211
1921-03-01|39548|0|39548|336.0|0|336.0|602.0|0|602.0|40486|0|40486
1921-04-01|41500|0|41500|517.0|0|517.0|429.0|0|429.0|42446|0|42446
1921-05-01|43581|0|43581|452.0|0|452.0|435.0|0|435.0|44468|0|44468
1921-06-01|38975|0|38975|445.0|0|445.0|422.0|0|422.0|39842|0|39842
1921-07-01|42884|0|42884|360.0|0|360.0|460.0|0|460.0|43704|0|43704
1921-08-01|44029|0|44029|349.0|0|349.0|662.0|0|662.0|45040|0|45040
1921-09-01|45882|0|45882|457.0|0|457.0|627.0|0|627.0|46966|0|46966
1921-10-01|46232|0|46232|370.0|0|370.0|381.0|0|381.0|46983|0|46983
1921-11-01|47044|0|47044|440.0|0|440.0|545.0|0|545.0|48029|0|48029
1921-12-01|44267|0|44267|305.0|0|305.0|512.0|0|512.0|45084|0|45084
1922-01-01|43884|0|43884|491.0|0|491.0|596.0|0|596.0|44971|0|44971
1922-02-01|43440|0|43440|402.0|0|402.0|426.0|0|426.0|44268|0|44268
1922-03-01|50873|0|50873|585.0|0|585.0|537.0|0|537.0|51995|0|51995
1922-04-01|50405|0|50405|484.0|0|484.0|822.0|0|822.0|51711|0|51711
1922-05-01|50507|0|50507|656.0|0|656.0|499.0|0|499.0|51662|0|51662
1922-06-01|50442|0|50442|487.0|0|487.0|728.0|0|728.0|51657|0|51657
1922-07-01|50924|0|50924|414.0|0|414.0|838.0|0|838.0|52176|0|52176
1922-08-01|52609|0|52609|649.0|0|649.0|624.0|0|624.0|53882|0|53882
1922-09-01|51067|0|51067|553.0|0|553.0|708.0|0|708.0|52328|0|52328
1922-10-01|53388|0|53388|494.0|0|494.0|702.0|0|702.0|54584|0|54584
1922-11-01|54462|0|54462|425.0|0|425.0|647.0|0|647.0|55534|0|55534
1922-12-01|55673|0|55673|402.0|0|402.0|666.0|0|666.0|56741|0|56741
1923-01-01|56834|0|56834|474.0|0|474.0|467.0|0|467.0|57775|0|57775
1923-02-01|57174|0|57174|377.0|0|377.0|474.0|0|474.0|58025|0|58025
1923-03-01|62925|0|62925|685.0|0|685.0|740.0|0|740.0|64350|0|64350
1923-04-01|59690|0|59690|623.0|0|623.0|641.0|0|641.0|60954|0|60954
1923-05-01|60789|0|60789|634.0|0|634.0|628.0|0|628.0|62051|0|62051
1923-06-01|59799|0|59799|437.0|0|437.0|534.0|0|534.0|60770|0|60770
1923-07-01|63248|0|63248|600.0|0|600.0|616.0|0|616.0|64464|0|64464
1923-08-01|60210|0|60210|699.0|0|699.0|800.0|0|800.0|61709|0|61709
1923-09-01|58709|0|58709|580.0|0|580.0|732.0|0|732.0|60021|0|60021
1923-10-01|59628|0|59628|458.0|0|458.0|789.0|0|789.0|60875|0|60875
1923-11-01|58300|0|58300|513.0|0|513.0|573.0|0|573.0|59386|0|59386
1923-12-01|57323|0|57323|514.0|0|514.0|710.0|0|710.0|58547|0|58547
1924-01-01|57161|0|57161|437.0|0|437.0|411.0|0|411.0|58009|0|58009
1924-02-01|57598|0|57598|356.0|0|356.0|278.0|0|278.0|58232|0|58232
1924-03-01|59071|0|59071|566.0|0|566.0|354.0|0|354.0|59991|0|59991
1924-04-01|57808|0|57808|409.0|0|409.0|366.0|0|366.0|58583|0|58583
1924-05-01|59621|0|59621|470.0|0|470.0|400.0|0|400.0|60491|0|60491
1924-06-01|55741|0|55741|493.0|0|493.0|246.0|0|246.0|56480|0|56480
1924-07-01|55309|0|55309|350.0|0|350.0|435.0|0|435.0|56094|0|56094
1924-08-01|54413|0|54413|282.0|0|282.0|278.0|0|278.0|54973|0|54973
1924-09-01|55190|0|55190|397.0|0|397.0|313.0|0|313.0|55900|0|55900
1924-10-01|57170|0|57170|336.0|0|336.0|274.0|0|274.0|57780|0|57780
1924-11-01|54611|0|54611|293.0|0|293.0|228.0|0|228.0|55132|0|55132
1924-12-01|52004|0|52004|234.0|0|234.0|191.0|0|191.0|52429|0|52429
1925-01-01|55885|0|55885|201.0|0|201.0|226.0|0|226.0|56312|0|56312
1925-02-01|51206|0|51206|151.0|0|151.0|166.0|0|166.0|51523|0|51523
1925-03-01|53708|0|53708|332.0|0|332.0|283.0|0|283.0|54323|0|54323
1925-04-01|52629|0|52629|340.0|0|340.0|265.0|0|265.0|53234|0|53234
1925-05-01|53183|0|53183|513.0|0|513.0|385.0|0|385.0|54081|0|54081
1925-06-01|49478|0|49478|333.0|0|333.0|290.0|0|290.0|50101|0|50101
1925-07-01|51969|0|51969|312.0|0|312.0|221.0|0|221.0|52502|0|52502
1925-08-01|52635|0|52635|356.0|0|356.0|278.0|0|278.0|53269|0|53269
1925-09-01|52106|0|52106|222.0|0|222.0|235.0|0|235.0|52563|0|52563
1925-10-01|56927|0|56927|256.0|0|256.0|264.0|0|264.0|57447|0|57447
1925-11-01|56837|0|56837|304.0|0|304.0|288.0|0|288.0|57429|0|57429
1925-12-01|54403|0|54403|205.0|0|205.0|184.0|0|184.0|54792|0|54792
1926-01-01|52575|0|52575|361.0|0|361.0|247.0|0|247.0|53183|0|53183
1926-02-01|52669|0|52669|180.0|0|180.0|181.0|0|181.0|53030|0|53030
1926-03-01|54389|0|54389|398.0|0|398.0|1107.0|0|1107.0|55894|0|55894
1926-04-01|52105|0|52105|367.0|0|367.0|281.0|0|281.0|52753|0|52753
1926-05-01|53355|0|53355|535.0|0|535.0|367.0|0|367.0|54257|0|54257
1926-06-01|52136|0|52136|396.0|0|396.0|271.0|0|271.0|52803|0|52803
1926-07-01|55193|0|55193|503.0|0|503.0|310.0|0|310.0|56006|0|56006
1926-08-01|57314|0|57314|479.0|0|479.0|422.0|0|422.0|58215|0|58215
1926-09-01|53980|0|53980|259.0|0|259.0|302.0|0|302.0|54541|0|54541
1926-10-01|58892|0|58892|306.0|0|306.0|356.0|0|356.0|59554|0|59554
1926-11-01|58170|0|58170|424.0|0|424.0|387.0|0|387.0|58981|0|58981
1926-12-01|57257|0|57257|385.0|0|385.0|290.0|0|290.0|57932|0|57932
1927-01-01|58151|0|58151|415.0|0|415.0|323.0|0|323.0|58889|0|58889
1927-02-01|57040|0|57040|392.0|0|392.0|269.0|0|269.0|57701|0|57701
1927-03-01|63414|0|63414|531.0|0|531.0|356.0|0|356.0|64301|0|64301
1927-04-01|62059|0|62059|569.0|0|569.0|340.0|0|340.0|62968|0|62968
1927-05-01|63211|0|63211|491.0|0|491.0|358.0|0|358.0|64060|0|64060
1927-06-01|58945|0|58945|359.0|0|359.0|292.0|0|292.0|59596|0|59596
1927-07-01|63733|0|63733|456.0|0|456.0|367.0|0|367.0|64556|0|64556
1927-08-01|63166|0|63166|459.0|0|459.0|312.0|0|312.0|63937|0|63937
1927-09-01|60728|0|60728|378.0|0|378.0|350.0|0|350.0|61456|0|61456
1927-10-01|62044|0|62044|370.0|0|370.0|314.0|0|314.0|62728|0|62728
1927-11-01|62978|0|62978|325.0|0|325.0|310.0|0|310.0|63613|0|63613
1927-12-01|61786|0|61786|350.0|0|350.0|322.0|0|322.0|62458|0|62458
1928-01-01|59917|0|59917|431.0|0|431.0|300.0|0|300.0|60648|0|60648
1928-02-01|58896|0|58896|363.0|0|363.0|212.0|0|212.0|59471|0|59471
1928-03-01|61291|0|61291|436.0|0|436.0|320.0|0|320.0|62047|0|62047
1928-04-01|58533|0|58533|514.0|0|514.0|393.0|0|393.0|59440|0|59440
1928-05-01|62100|0|62100|738.0|0|738.0|401.0|0|401.0|63239|0|63239
1928-06-01|56910|0|56910|503.0|0|503.0|362.0|0|362.0|57775|0|57775
1928-07-01|60358|0|60358|373.0|0|373.0|388.0|0|388.0|61119|0|61119
1928-08-01|62521|0|62521|374.0|0|374.0|369.0|0|369.0|63264|0|63264
1928-09-01|58634|0|58634|350.0|0|350.0|367.0|0|367.0|59351|0|59351
1928-10-01|60760|0|60760|250.0|0|250.0|242.0|0|242.0|61252|0|61252
1928-11-01|61455|0|61455|356.0|0|356.0|283.0|0|283.0|62094|0|62094
1928-12-01|61354|0|61354|315.0|0|315.0|294.0|0|294.0|61963|0|61963
1929-01-01|58637|0|58637|295.0|0|295.0|334.0|0|334.0|59266|0|59266
1929-02-01|54768|0|54768|346.0|0|346.0|226.0|0|226.0|55340|0|55340
1929-03-01|60060|0|60060|479.0|0|479.0|358.0|0|358.0|60897|0|60897
1929-04-01|58222|0|58222|502.0|0|502.0|408.0|0|408.0|59132|0|59132
1929-05-01|59654|0|59654|585.0|0|585.0|355.0|0|355.0|60594|0|60594
1929-06-01|56360|0|56360|452.0|0|452.0|323.0|0|323.0|57135|0|57135
1929-07-01|61364|0|61364|424.0|0|424.0|363.0|0|363.0|62151|0|62151
1929-08-01|59823|0|59823|480.0|0|480.0|403.0|0|403.0|60706|0|60706
1929-09-01|56498|0|56498|407.0|0|407.0|361.0|0|361.0|57266|0|57266
1929-10-01|60656|0|60656|596.0|0|596.0|425.0|0|425.0|61677|0|61677
1929-11-01|58133|0|58133|643.0|0|643.0|294.0|0|294.0|59070|0|59070
1929-12-01|57630|0|57630|703.0|0|703.0|295.0|0|295.0|58628|0|58628
1930-01-01|68238|0|68238|1096.0|0|1096.0|604.0|0|604.0|69938|0|69938
1930-02-01|63504|0|63504|1005.0|0|1005.0|580.0|0|580.0|65089|0|65089
1930-03-01|66855|0|66855|1435.0|0|1435.0|750.0|0|750.0|69040|0|69040
1930-04-01|63827|0|63827|1030.0|0|1030.0|3336.0|0|3336.0|68193|0|68193
1930-05-01|68301|0|68301|1269.0|0|1269.0|620.0|0|620.0|70190|0|70190
1930-06-01|63413|0|63413|1210.0|0|1210.0|646.0|0|646.0|65269|0|65269
1930-07-01|65071|0|65071|1118.0|0|1118.0|653.0|0|653.0|66842|0|66842
1930-08-01|63844|0|63844|1146.0|0|1146.0|594.0|0|594.0|65584|0|65584
1930-09-01|64313|0|64313|1116.0|0|1116.0|698.0|0|698.0|66127|0|66127
1930-10-01|65177|0|65177|1115.0|0|1115.0|718.0|0|718.0|67010|0|67010
1930-11-01|61179|0|61179|1003.0|0|1003.0|583.0|0|583.0|62765|0|62765
1930-12-01|59943|0|59943|1115.0|0|1115.0|523.0|0|523.0|61581|0|61581
1931-01-01|57701|0|57701|1180.0|0|1180.0|570.0|0|570.0|59451|0|59451
1931-02-01|55631|0|55631|913.0|0|913.0|465.0|0|465.0|57009|0|57009
1931-03-01|62505|0|62505|1270.0|0|1270.0|661.0|0|661.0|64436|0|64436
1931-04-01|58983|0|58983|1175.0|0|1175.0|714.0|0|714.0|60872|0|60872
1931-05-01|61909|0|61909|1170.0|0|1170.0|906.0|0|906.0|63985|0|63985
1931-06-01|59662|0|59662|1201.0|0|1201.0|843.0|0|843.0|61706|0|61706
1931-07-01|60961|0|60961|1171.0|0|1171.0|833.0|0|833.0|62965|0|62965
1931-08-01|58795|0|58795|1157.0|0|1157.0|1061.0|0|1061.0|61013|0|61013
1931-09-01|55944|0|55944|1122.0|0|1122.0|1298.0|0|1298.0|58364|0|58364
1931-10-01|55623|0|55623|1165.0|0|1165.0|1666.0|0|1666.0|58454|0|58454
1931-11-01|53379|0|53379|1291.0|0|1291.0|1857.0|0|1857.0|56527|0|56527
1931-12-01|51202|0|51202|1312.0|0|1312.0|2043.0|0|2043.0|54557|0|54557
1932-01-01|50669|0|50669|1234.0|0|1234.0|1556.0|0|1556.0|53459|0|53459
1932-02-01|48536|0|48536|1382.0|0|1382.0|1600.0|0|1600.0|51518|0|51518
1932-03-01|51810|0|51810|1454.0|0|1454.0|2203.0|0|2203.0|55467|0|55467
1932-04-01|48298|0|48298|1298.0|0|1298.0|1505.0|0|1505.0|51101|0|51101
1932-05-01|50245|0|50245|1463.0|0|1463.0|1945.0|0|1945.0|53653|0|53653
1932-06-01|46892|0|46892|1282.0|0|1282.0|1886.0|0|1886.0|50060|0|50060
1932-07-01|49140|0|49140|1174.0|0|1174.0|1350.0|0|1350.0|51664|0|51664
1932-08-01|46300|0|46300|1138.0|0|1138.0|1481.0|0|1481.0|48919|0|48919
1932-09-01|47738|0|47738|1091.0|0|1091.0|1269.0|0|1269.0|50098|0|50098
1932-10-01|48672|0|48672|1021.0|0|1021.0|1364.0|0|1364.0|51057|0|51057
1932-11-01|47900|0|47900|1039.0|0|1039.0|1068.0|0|1068.0|50007|0|50007
1932-12-01|47480|0|47480|1084.0|0|1084.0|945.0|0|945.0|49509|0|49509
1933-01-01|49019|0|49019|1508.0|0|1508.0|1405.0|0|1405.0|51932|0|51932
1933-02-01|45486|0|45486|1211.0|0|1211.0|1017.0|0|1017.0|47714|0|47714
1933-03-01|51569|0|51569|1434.0|0|1434.0|1262.0|0|1262.0|54265|0|54265
1933-04-01|51677|0|51677|1458.0|0|1458.0|1256.0|0|1256.0|54391|0|54391
1933-05-01|49294|0|49294|1465.0|0|1465.0|1134.0|0|1134.0|51893|0|51893
1933-06-01|48510|0|48510|1369.0|0|1369.0|1223.0|0|1223.0|51102|0|51102
1933-07-01|51768|0|51768|1649.0|0|1649.0|1406.0|0|1406.0|54823|0|54823
1933-08-01|52781|0|52781|1538.0|0|1538.0|1337.0|0|1337.0|55656|0|55656
1933-09-01|52397|0|52397|1482.0|0|1482.0|1747.0|0|1747.0|55626|0|55626
1933-10-01|55598|0|55598|1618.0|0|1618.0|1466.0|0|1466.0|58682|0|58682
1933-11-01|56106|0|56106|1722.0|0|1722.0|1267.0|0|1267.0|59095|0|59095
1933-12-01|51693|0|51693|1427.0|0|1427.0|1284.0|0|1284.0|54404|0|54404
1934-01-01|56493|0|56493|1502.0|0|1502.0|1447.0|0|1447.0|59442|0|59442
1934-02-01|51996|0|51996|1423.0|0|1423.0|1262.0|0|1262.0|54681|0|54681
1934-03-01|58039|0|58039|1726.0|0|1726.0|1845.0|0|1845.0|61610|0|61610
1934-04-01|53039|0|53039|1533.0|0|1533.0|1668.0|0|1668.0|56240|0|56240
1934-05-01|56044|0|56044|1760.0|0|1760.0|1695.0|0|1695.0|59499|0|59499
1934-06-01|53715|0|53715|1684.0|0|1684.0|1416.0|0|1416.0|56815|0|56815
1934-07-01|57265|0|57265|1869.0|0|1869.0|2005.0|0|2005.0|61139|0|61139
1934-08-01|56685|0|56685|1786.0|0|1786.0|1821.0|0|1821.0|60292|0|60292
1934-09-01|56507|0|56507|1809.0|0|1809.0|1902.0|0|1902.0|60218|0|60218
1934-10-01|57386|0|57386|1892.0|0|1892.0|2097.0|0|2097.0|61375|0|61375
1934-11-01|55103|0|55103|1812.0|0|1812.0|1984.0|0|1984.0|58899|0|58899
1934-12-01|55230|0|55230|1888.0|0|1888.0|2085.0|0|2085.0|59203|0|59203
1935-01-01|57452|0|57452|1790.0|0|1790.0|1880.0|0|1880.0|61122|0|61122
1935-02-01|53976|0|53976|1635.0|0|1635.0|1977.0|0|1977.0|57588|0|57588
1935-03-01|62496|0|62496|1924.0|0|1924.0|2251.0|0|2251.0|66671|0|66671
1935-04-01|58238|0|58238|2017.0|0|2017.0|2330.0|0|2330.0|62585|0|62585
1935-05-01|60997|0|60997|1980.0|0|1980.0|2172.0|0|2172.0|65149|0|65149
1935-06-01|60339|0|60339|2018.0|0|2018.0|2531.0|0|2531.0|64888|0|64888
1935-07-01|65948|0|65948|1980.0|0|1980.0|2618.0|0|2618.0|70546|0|70546
1935-08-01|69471|0|69471|2375.0|0|2375.0|3036.0|0|3036.0|74882|0|74882
1935-09-01|70350|0|70350|2402.0|0|2402.0|3256.0|0|3256.0|76008|0|76008
1935-10-01|73023|0|73023|2407.0|0|2407.0|3219.0|0|3219.0|78649|0|78649
1935-11-01|70389|0|70389|2308.0|0|2308.0|3355.0|0|3355.0|76052|0|76052
1935-12-01|69929|0|69929|2185.0|0|2185.0|3298.0|0|3298.0|75412|0|75412
1936-01-01|72054|0|72054|2469.0|0|2469.0|3615.0|0|3615.0|78138|0|78138
1936-02-01|70114|0|70114|2326.0|0|2326.0|3852.0|0|3852.0|76292|0|76292
1936-03-01|75035|0|75035|2677.0|0|2677.0|4337.0|0|4337.0|82049|0|82049
1936-04-01|70141|0|70141|2373.0|0|2373.0|3965.0|0|3965.0|76479|0|76479
1936-05-01|76493|0|76493|2707.0|0|2707.0|4412.0|0|4412.0|83612|0|83612
1936-06-01|71193|0|71193|2398.0|0|2398.0|3472.0|0|3472.0|77063|0|77063
1936-07-01|76606|0|76606|2326.0|0|2326.0|3913.0|0|3913.0|82845|0|82845
1936-08-01|77464|0|77464|2427.0|0|2427.0|4014.0|0|4014.0|83905|0|83905
1936-09-01|73626|0|73626|2327.0|0|2327.0|3948.0|0|3948.0|79901|0|79901
1936-10-01|74734|0|74734|2414.0|0|2414.0|3980.0|0|3980.0|81128|0|81128
1936-11-01|70164|0|70164|2378.0|0|2378.0|4028.0|0|4028.0|76570|0|76570
1936-12-01|67733|0|67733|2136.0|0|2136.0|3834.0|0|3834.0|73703|0|73703
1937-01-01|73674|0|73674|2547.0|0|2547.0|4992.0|0|4992.0|81213|0|81213
1937-02-01|70039|0|70039|2142.0|0|2142.0|4226.0|0|4226.0|76407|0|76407
1937-03-01|78189|0|78189|2651.0|0|2651.0|4883.0|0|4883.0|85723|0|85723
1937-04-01|74245|0|74245|2707.0|0|2707.0|4890.0|0|4890.0|81842|0|81842
1937-05-01|78702|0|78702|2535.0|0|2535.0|4225.0|0|4225.0|85462|0|85462
1937-06-01|77212|0|77212|2476.0|0|2476.0|4228.0|0|4228.0|83916|0|83916
1937-07-01|79911|0|79911|2841.0|0|2841.0|4276.0|0|4276.0|87028|0|87028
1937-08-01|76688|0|76688|2364.0|0|2364.0|3902.0|0|3902.0|82954|0|82954
1937-09-01|72137|0|72137|2412.0|0|2412.0|4375.0|0|4375.0|78924|0|78924
1937-10-01|72491|0|72491|2398.0|0|2398.0|4116.0|0|4116.0|79005|0|79005
1937-11-01|69367|0|69367|2249.0|0|2249.0|3853.0|0|3853.0|75469|0|75469
1937-12-01|68247|0|68247|2174.0|0|2174.0|4184.0|0|4184.0|74605|0|74605
1938-01-01|83124|0|83124|2570.0|0|2570.0|4594.0|0|4594.0|90288|0|90288
1938-02-01|77472|0|77472|2304.0|0|2304.0|4468.0|0|4468.0|84244|0|84244
1938-03-01|87935|0|87935|2824.0|0|2824.0|5172.0|0|5172.0|95931|0|95931
1938-04-01|81487|0|81487|2707.0|0|2707.0|5352.0|0|5352.0|89546|0|89546
1938-05-01|82296|0|82296|2626.0|0|2626.0|4628.0|0|4628.0|89550|0|89550
1938-06-01|80112|0|80112|2550.0|0|2550.0|4353.0|0|4353.0|87015|0|87015
1938-07-01|85967|0|85967|2510.0|0|2510.0|4380.0|0|4380.0|92857|0|92857
1938-08-01|85223|0|85223|2852.0|0|2852.0|4906.0|0|4906.0|92981|0|92981
