|0|0.buoys|0.ships|1|1.buoys|1.ships|2|2.ships|3|3.buoys|3.ships|4|4.ships|nreports|nreports.buoys|nreports.ships
1863-01-01|7063|0|7063|0|0|0|0|0|0|0|0|0|0|7063|0|7063
1863-02-01|6859|0|6859|2.0|0|2.0|0|0|2.0|0|2.0|0|0|6863|0|6863
1863-03-01|7011|0|7011|6.0|0|6.0|0|0|6.0|0|6.0|0|0|7023|0|7023
1863-04-01|6344|0|6344|4.0|0|4.0|0|0|4.0|0|4.0|0|0|6352|0|6352
1863-05-01|8792|0|8792|6.0|0|6.0|0|0|6.0|0|6.0|0|0|8804|0|8804
1863-06-01|7620|0|7620|3.0|0|3.0|0|0|3.0|0|3.0|0|0|7626|0|7626
1863-07-01|8244|0|8244|0|0|0|0|0|0|0|0|0|0|8244|0|8244
1863-08-01|8025|0|8025|0|0|0|0|0|0|0|0|0|0|8025|0|8025
1863-09-01|7044|0|7044|7.0|0|7.0|0|0|7.0|0|7.0|0|0|7058|0|7058
1863-10-01|7144|0|7144|0|0|0|0|0|0|0|0|0|0|7144|0|7144
1863-11-01|7043|0|7043|0|0|0|0|0|0|0|0|0|0|7043|0|7043
1863-12-01|6605|0|6605|0|0|0|0|0|0|0|0|0|0|6605|0|6605
1864-01-01|6856|0|6856|0|0|0|0|0|0|0|0|0|0|6856|0|6856
1864-02-01|6977|0|6977|0|0|0|0|0|0|0|0|0|0|6977|0|6977
1864-03-01|6507|0|6507|0|0|0|0|0|0|0|0|0|0|6507|0|6507
1864-04-01|6199|0|6199|2.0|0|2.0|0|0|2.0|0|2.0|0|0|6203|0|6203
1864-05-01|7276|0|7276|0|0|0|0|0|0|0|0|0|0|7276|0|7276
1864-06-01|7966|0|7966|7.0|0|7.0|0|0|7.0|0|7.0|0|0|7980|0|7980
1864-07-01|8806|0|8806|0|0|0|0|0|0|0|0|1.0|1.0|8807|0|8807
1864-08-01|7976|0|7976|0|0|0|0|0|0|0|0|0|0|7976|0|7976
1864-09-01|6038|0|6038|7.0|0|7.0|0|0|7.0|0|7.0|0|0|6052|0|6052
1864-10-01|7386|0|7386|6.0|0|6.0|0|0|6.0|0|6.0|1.0|1.0|7399|0|7399
1864-11-01|7148|0|7148|9.0|0|9.0|0|0|8.0|0|8.0|1.0|1.0|7166|0|7166
1864-12-01|7574|0|7574|4.0|0|4.0|0|0|3.0|0|3.0|0|0|7581|0|7581
1865-01-01|7289|0|7289|0|0|0|0|0|0|0|0|0|0|7289|0|7289
1865-02-01|5717|0|5717|0|0|0|0|0|0|0|0|0|0|5717|0|5717
1865-03-01|4835|0|4835|0|0|0|0|0|0|0|0|0|0|4835|0|4835
1865-04-01|5334|0|5334|0|0|0|0|0|0|0|0|0|0|5334|0|5334
1865-05-01|6061|0|6061|0|0|0|0|0|0|0|0|0|0|6061|0|6061
1865-06-01|5664|0|5664|0|0|0|0|0|0|0|0|0|0|5664|0|5664
1865-07-01|5001|0|5001|0|0|0|0|0|0|0|0|0|0|5001|0|5001
1865-08-01|5250|0|5250|0|0|0|0|0|0|0|0|0|0|5250|0|5250
1865-09-01|4585|0|4585|0|0|0|0|0|0|0|0|0|0|4585|0|4585
1865-10-01|5304|0|5304|0|0|0|0|0|0|0|0|0|0|5304|0|5304
1865-11-01|5677|0|5677|0|0|0|0|0|0|0|0|0|0|5677|0|5677
1865-12-01|7269|0|7269|0|0|0|0|0|0|0|0|0|0|7269|0|7269
1866-01-01|6860|0|6860|12.0|0|12.0|0|0|13.0|0|13.0|0|0|6885|0|6885
1866-02-01|4776|0|4776|0|0|0|0|0|0|0|0|0|0|4776|0|4776
1866-03-01|4932|0|4932|0|0|0|0|0|0|0|0|0|0|4932|0|4932
1866-04-01|4899|0|4899|0|0|0|0|0|0|0|0|0|0|4899|0|4899
1866-05-01|5650|0|5650|2.0|0|2.0|0|0|2.0|0|2.0|0|0|5654|0|5654
1866-06-01|5513|0|5513|5.0|0|5.0|0|0|5.0|0|5.0|0|0|5523|0|5523
1866-07-01|6115|0|6115|0|0|0|0|0|0|0|0|1.0|1.0|6116|0|6116
1866-08-01|5886|0|5886|4.0|0|4.0|0|0|4.0|0|4.0|0|0|5894|0|5894
1866-09-01|5904|0|5904|0|0|0|0|0|0|0|0|0|0|5904|0|5904
1866-10-01|6578|0|6578|0|0|0|0|0|0|0|0|0|0|6578|0|6578
1866-11-01|5929|0|5929|0|0|0|0|0|0|0|0|0|0|5929|0|5929
1866-12-01|5414|0|5414|3.0|0|3.0|0|0|3.0|0|3.0|0|0|5420|0|5420
1867-01-01|4494|0|4494|6.0|0|6.0|0|0|6.0|0|6.0|0|0|4506|0|4506
1867-02-01|4765|0|4765|0|0|0|0|0|0|0|0|11.0|11.0|4776|0|4776
1867-03-01|6332|0|6332|14.0|0|14.0|0|0|14.0|0|14.0|346.0|346.0|6706|0|6706
1867-04-01|6166|0|6166|0|0|0|0|0|0|0|0|52.0|52.0|6218|0|6218
1867-05-01|6546|0|6546|0|0|0|0|0|0|0|0|103.0|103.0|6649|0|6649
1867-06-01|6532|0|6532|0|0|0|0|0|0|0|0|196.0|196.0|6728|0|6728
1867-07-01|6609|0|6609|0|0|0|0|0|0|0|0|3.0|3.0|6612|0|6612
1867-08-01|5863|0|5863|0|0|0|0|0|0|0|0|5.0|5.0|5868|0|5868
1867-09-01|5760|0|5760|10.0|0|10.0|0|0|10.0|0|10.0|0|0|5780|0|5780
1867-10-01|6274|0|6274|0|0|0|0|0|0|0|0|0|0|6274|0|6274
1867-11-01|6632|0|6632|13.0|0|13.0|0|0|13.0|0|13.0|0|0|6658|0|6658
1867-12-01|6533|0|6533|3.0|0|3.0|0|0|3.0|0|3.0|0|0|6539|0|6539
1868-01-01|5157|0|5157|0|0|0|0|0|0|0|0|0|0|5157|0|5157
1868-02-01|5244|0|5244|0|0|0|0|0|0|0|0|0|0|5244|0|5244
1868-03-01|6065|0|6065|0|0|0|0|0|0|0|0|0|0|6065|0|6065
1868-04-01|6998|0|6998|6.0|0|6.0|0|0|6.0|0|6.0|0|0|7010|0|7010
1868-05-01|8628|0|8628|0|0|0|0|0|0|0|0|0|0|8628|0|8628
1868-06-01|8145|0|8145|18.0|0|18.0|0|0|18.0|0|18.0|0|0|8181|0|8181
1868-07-01|8148|0|8148|25.0|0|25.0|0|0|25.0|0|25.0|0|0|8198|0|8198
1868-08-01|6889|0|6889|18.0|0|18.0|0|0|16.0|0|16.0|0|0|6923|0|6923
1868-09-01|6955|0|6955|21.0|0|21.0|0|0|22.0|0|22.0|1.0|1.0|6999|0|6999
1868-10-01|8160|0|8160|14.0|0|14.0|0|0|14.0|0|14.0|0|0|8188|0|8188
1868-11-01|7154|0|7154|8.0|0|8.0|0|0|8.0|0|8.0|0|0|7170|0|7170
1868-12-01|7328|0|7328|10.0|0|10.0|0|0|10.0|0|10.0|0|0|7348|0|7348
1869-01-01|6630|0|6630|13.0|0|13.0|0|0|13.0|0|13.0|0|0|6656|0|6656
1869-02-01|5922|0|5922|2.0|0|2.0|0|0|2.0|0|2.0|0|0|5926|0|5926
1869-03-01|7444|0|7444|4.0|0|4.0|0|0|4.0|0|4.0|46.0|46.0|7498|0|7498
1869-04-01|7594|0|7594|14.0|0|14.0|0|0|14.0|0|14.0|16.0|16.0|7638|0|7638
1869-05-01|8283|0|8283|21.0|0|21.0|0|0|21.0|0|21.0|11.0|11.0|8336|0|8336
1869-06-01|7920|0|7920|18.0|0|18.0|0|0|18.0|0|18.0|1.0|1.0|7957|0|7957
1869-07-01|10150|0|10150|13.0|0|13.0|0|0|13.0|0|13.0|0|0|10176|0|10176
1869-08-01|9790|0|9790|15.0|0|15.0|0|0|13.0|0|13.0|0|0|9818|0|9818
1869-09-01|7552|0|7552|19.0|0|19.0|0|0|19.0|0|19.0|0|0|7590|0|7590
1869-10-01|7805|0|7805|22.0|0|22.0|0|0|22.0|0|22.0|0|0|7849|0|7849
1869-11-01|7068|0|7068|5.0|0|5.0|0|0|5.0|0|5.0|0|0|7078|0|7078
1869-12-01|8963|0|8963|9.0|0|9.0|0|0|9.0|0|9.0|0|0|8981|0|8981
1870-01-01|9312|0|9312|12.0|0|12.0|0|0|12.0|0|12.0|0|0|9336|0|9336
1870-02-01|9011|0|9011|8.0|0|8.0|0|0|8.0|0|8.0|14.0|14.0|9041|0|9041
1870-03-01|9001|0|9001|16.0|0|16.0|0|0|16.0|0|16.0|380.0|380.0|9413|0|9413
1870-04-01|8136|0|8136|13.0|0|13.0|0|0|13.0|0|13.0|183.0|183.0|8345|0|8345
1870-05-01|8081|0|8081|28.0|0|28.0|0|0|28.0|0|28.0|698.0|698.0|8835|0|8835
1870-06-01|8640|0|8640|28.0|0|28.0|0|0|27.0|0|27.0|1014.0|1014.0|9709|0|9709
1870-07-01|9065|0|9065|24.0|0|24.0|0|0|23.0|0|23.0|995.0|995.0|10107|0|10107
1870-08-01|8689|0|8689|13.0|0|13.0|0|0|13.0|0|13.0|998.0|998.0|9713|0|9713
1870-09-01|7099|0|7099|37.0|0|37.0|0|0|37.0|0|37.0|286.0|286.0|7459|0|7459
1870-10-01|7494|0|7494|8.0|0|8.0|0|0|8.0|0|8.0|0|0|7510|0|7510
1870-11-01|8306|0|8306|6.0|0|6.0|0|0|6.0|0|6.0|0|0|8318|0|8318
1870-12-01|9105|0|9105|16.0|0|16.0|0|0|16.0|0|16.0|0|0|9137|0|9137
1871-01-01|7096|0|7096|10.0|0|10.0|0|0|10.0|0|10.0|0|0|7116|0|7116
1871-02-01|5270|0|5270|12.0|0|12.0|0|0|12.0|0|12.0|6.0|6.0|5300|0|5300
1871-03-01|6285|0|6285|9.0|0|9.0|0|0|9.0|0|9.0|102.0|102.0|6405|0|6405
1871-04-01|7530|0|7530|18.0|0|18.0|0|0|18.0|0|18.0|278.0|278.0|7844|0|7844
1871-05-01|8605|0|8605|18.0|0|18.0|0|0|18.0|0|18.0|418.0|418.0|9059|0|9059
1871-06-01|8157|0|8157|16.0|0|16.0|0|0|16.0|0|16.0|1520.0|1520.0|9709|0|9709
1871-07-01|7984|0|7984|12.0|0|12.0|0|0|10.0|0|10.0|2051.0|2051.0|10057|0|10057
1871-08-01|8216|0|8216|18.0|0|18.0|0|0|18.0|0|18.0|1752.0|1752.0|10004|0|10004
1871-09-01|6053|0|6053|15.0|0|15.0|0|0|15.0|0|15.0|1666.0|1666.0|7749|0|7749
1871-10-01|5564|0|5564|3.0|0|3.0|0|0|3.0|0|3.0|263.0|263.0|5833|0|5833
1871-11-01|6116|0|6116|12.0|0|12.0|0|0|12.0|0|12.0|225.0|225.0|6365|0|6365
1871-12-01|6836|0|6836|20.0|0|20.0|0|0|20.0|0|20.0|0|0|6876|0|6876
1872-01-01|5618|0|5618|24.0|0|24.0|0|0|24.0|0|24.0|0|0|5666|0|5666
1872-02-01|4374|0|4374|0|0|0|0|0|0|0|0|0|0|4374|0|4374
1872-03-01|4822|0|4822|5.0|0|5.0|0|0|5.0|0|5.0|176.0|176.0|5008|0|5008
1872-04-01|6520|0|6520|6.0|0|6.0|0|0|6.0|0|6.0|257.0|257.0|6789|0|6789
1872-05-01|7322|0|7322|6.0|0|6.0|0|0|6.0|0|6.0|218.0|218.0|7552|0|7552
1872-06-01|7500|0|7500|9.0|0|9.0|0|0|9.0|0|9.0|675.0|675.0|8193|0|8193
1872-07-01|6781|0|6781|9.0|0|9.0|0|0|9.0|0|9.0|614.0|614.0|7413|0|7413
1872-08-01|6624|0|6624|7.0|0|7.0|0|0|7.0|0|7.0|634.0|634.0|7272|0|7272
1872-09-01|6569|0|6569|30.0|0|30.0|0|0|30.0|0|30.0|474.0|474.0|7103|0|7103
1872-10-01|6950|0|6950|11.0|0|11.0|0|0|11.0|0|11.0|101.0|101.0|7073|0|7073
1872-11-01|6339|0|6339|3.0|0|3.0|0|0|3.0|0|3.0|247.0|247.0|6592|0|6592
1872-12-01|7299|0|7299|5.0|0|5.0|0|0|5.0|0|5.0|129.0|129.0|7438|0|7438
1873-01-01|5927|0|5927|10.0|0|10.0|0|0|10.0|0|10.0|128.0|128.0|6075|0|6075
1873-02-01|5098|0|5098|37.0|0|37.0|0|0|37.0|0|37.0|152.0|152.0|5324|0|5324
1873-03-01|5921|0|5921|9.0|0|9.0|0|0|7.0|0|7.0|181.0|181.0|6118|0|6118
1873-04-01|6046|0|6046|17.0|0|17.0|0|0|18.0|0|18.0|211.0|211.0|6292|0|6292
1873-05-01|6652|0|6652|107.0|0|107.0|0|0|107.0|0|107.0|615.0|615.0|7481|0|7481
1873-06-01|6863|0|6863|26.0|0|26.0|0|0|26.0|0|26.0|533.0|533.0|7448|0|7448
1873-07-01|7084|0|7084|37.0|0|37.0|0|0|36.0|0|36.0|530.0|530.0|7687|0|7687
1873-08-01|7673|0|7673|20.0|0|20.0|0|0|21.0|0|21.0|594.0|594.0|8308|0|8308
1873-09-01|7006|0|7006|23.0|0|23.0|0|0|23.0|0|23.0|0|0|7052|0|7052
1873-10-01|6879|0|6879|23.0|0|23.0|0|0|23.0|0|23.0|52.0|52.0|6977|0|6977
1873-11-01|6821|0|6821|11.0|0|11.0|0|0|11.0|0|11.0|384.0|384.0|7227|0|7227
1873-12-01|7767|0|7767|6.0|0|6.0|0|0|6.0|0|6.0|43.0|43.0|7822|0|7822
1874-01-01|6944|0|6944|21.0|0|21.0|0|0|21.0|0|21.0|145.0|145.0|7131|0|7131
1874-02-01|6121|0|6121|25.0|0|25.0|0|0|25.0|0|25.0|209.0|209.0|6380|0|6380
1874-03-01|6685|0|6685|8.0|0|8.0|0|0|8.0|0|8.0|205.0|205.0|6906|0|6906
1874-04-01|7003|0|7003|42.0|0|42.0|0|0|42.0|0|42.0|339.0|339.0|7426|0|7426
1874-05-01|8016|0|8016|25.0|0|25.0|0|0|25.0|0|25.0|930.0|930.0|8996|0|8996
1874-06-01|7333|0|7333|20.0|0|20.0|0|0|21.0|0|21.0|865.0|865.0|8239|0|8239
1874-07-01|8152|0|8152|29.0|0|29.0|0|0|29.0|0|29.0|712.0|712.0|8922|0|8922
1874-08-01|7661|0|7661|11.0|0|11.0|0|0|11.0|0|11.0|779.0|779.0|8462|0|8462
1874-09-01|7707|0|7707|23.0|0|23.0|0|0|23.0|0|23.0|291.0|291.0|8044|0|8044
1874-10-01|9623|0|9623|23.0|0|23.0|0|0|23.0|0|23.0|137.0|137.0|9806|0|9806
1874-11-01|8133|0|8133|14.0|0|14.0|0|0|12.0|0|12.0|108.0|108.0|8267|0|8267
1874-12-01|8860|0|8860|7.0|0|7.0|0|0|8.0|0|8.0|0|0|8875|0|8875
1875-01-01|7771|0|7771|19.0|0|19.0|0|0|19.0|0|19.0|55.0|55.0|7864|0|7864
1875-02-01|6330|0|6330|18.0|0|18.0|0|0|18.0|0|18.0|131.0|131.0|6497|0|6497
1875-03-01|6490|0|6490|4.0|0|4.0|0|0|4.0|0|4.0|276.0|276.0|6774|0|6774
1875-04-01|7562|0|7562|13.0|0|13.0|0|0|13.0|0|13.0|426.0|426.0|8014|0|8014
1875-05-01|8559|0|8559|4.0|0|4.0|0|0|4.0|0|4.0|679.0|679.0|9246|0|9246
1875-06-01|8811|0|8811|41.0|0|41.0|0|0|41.0|0|41.0|504.0|504.0|9397|0|9397
1875-07-01|9055|0|9055|51.0|0|51.0|0|0|51.0|0|51.0|371.0|371.0|9528|0|9528
1875-08-01|8602|0|8602|39.0|0|39.0|0|0|39.0|0|39.0|366.0|366.0|9046|0|9046
1875-09-01|7594|0|7594|17.0|0|17.0|0|0|17.0|0|17.0|257.0|257.0|7885|0|7885
1875-10-01|6066|0|6066|18.0|0|18.0|0|0|18.0|0|18.0|56.0|56.0|6158|0|6158
1875-11-01|6507|0|6507|11.0|0|11.0|0|0|11.0|0|11.0|7.0|7.0|6536|0|6536
1875-12-01|6815|0|6815|15.0|0|15.0|0|0|15.0|0|15.0|23.0|23.0|6868|0|6868
1876-01-01|6959|0|6959|11.0|0|11.0|0|0|11.0|0|11.0|0|0|6981|0|6981
1876-02-01|6754|0|6754|6.0|0|6.0|0|0|6.0|0|6.0|49.0|49.0|6815|0|6815
1876-03-01|6457|0|6457|16.0|0|16.0|0|0|16.0|0|16.0|205.0|205.0|6694|0|6694
1876-04-01|5942|0|5942|10.0|0|10.0|0|0|10.0|0|10.0|132.0|132.0|6094|0|6094
1876-05-01|7191|0|7191|52.0|0|52.0|0|0|52.0|0|52.0|426.0|426.0|7721|0|7721
1876-06-01|7068|0|7068|51.0|0|51.0|0|0|51.0|0|51.0|615.0|615.0|7785|0|7785
1876-07-01|6578|0|6578|55.0|0|55.0|0|0|55.0|0|55.0|429.0|429.0|7117|0|7117
1876-08-01|5879|0|5879|30.0|0|30.0|0|0|30.0|0|30.0|466.0|466.0|6405|0|6405
1876-09-01|5475|0|5475|20.0|0|20.0|0|0|20.0|0|20.0|497.0|497.0|6012|0|6012
1876-10-01|6948|0|6948|49.0|0|49.0|0|0|49.0|0|49.0|269.0|269.0|7315|0|7315
1876-11-01|7756|0|7756|7.0|0|7.0|0|0|10.0|0|10.0|56.0|56.0|7829|0|7829
1876-12-01|7338|0|7338|52.0|0|52.0|0|0|51.0|0|51.0|0|0|7441|0|7441
1877-01-01|5515|0|5515|7.0|0|7.0|0|0|7.0|0|7.0|0|0|5529|0|5529
1877-02-01|4461|0|4461|10.0|0|10.0|0|0|10.0|0|10.0|1.0|1.0|4482|0|4482
1877-03-01|5745|0|5745|28.0|0|28.0|0|0|28.0|0|28.0|56.0|56.0|5857|0|5857
1877-04-01|6810|0|6810|11.0|0|11.0|0|0|11.0|0|11.0|11.0|11.0|6843|0|6843
1877-05-01|9345|0|9345|54.0|0|54.0|0|0|53.0|0|53.0|349.0|349.0|9801|0|9801
1877-06-01|8482|0|8482|43.0|0|43.0|0|0|43.0|0|43.0|281.0|281.0|8849|0|8849
1877-07-01|8361|0|8361|46.0|0|46.0|0|0|46.0|0|46.0|354.0|354.0|8807|0|8807
1877-08-01|7416|0|7416|80.0|0|80.0|0|0|81.0|0|81.0|354.0|354.0|7931|0|7931
1877-09-01|7046|0|7046|32.0|0|32.0|0|0|32.0|0|32.0|73.0|73.0|7183|0|7183
1877-10-01|7243|0|7243|7.0|0|7.0|0|0|7.0|0|7.0|46.0|46.0|7303|0|7303
1877-11-01|7628|0|7628|16.0|0|16.0|0|0|17.0|0|17.0|0|0|7661|0|7661
1877-12-01|7452|0|7452|42.0|0|42.0|0|0|42.0|0|42.0|0|0|7536|0|7536
1878-01-01|7179|0|7179|19.0|0|19.0|0|0|20.0|0|20.0|1.0|1.0|7219|0|7219
1878-02-01|6823|0|6823|19.0|0|19.0|0|0|19.0|0|19.0|0|0|6861|0|6861
1878-03-01|5760|0|5760|15.0|0|15.0|0|0|15.0|0|15.0|0|0|5790|0|5790
1878-04-01|7281|0|7281|12.0|0|12.0|0|0|12.0|0|12.0|14.0|14.0|7319|0|7319
1878-05-01|6853|0|6853|38.0|0|38.0|0|0|36.0|0|36.0|106.0|106.0|7033|0|7033
1878-06-01|7455|0|7455|43.0|0|43.0|0|0|43.0|0|43.0|230.0|230.0|7771|0|7771
1878-07-01|8682|0|8682|49.0|0|49.0|0|0|46.0|0|46.0|318.0|318.0|9095|0|9095
1878-08-01|8502|0|8502|43.0|0|43.0|0|0|45.0|0|45.0|510.0|510.0|9100|0|9100
1878-09-01|6861|0|6861|27.0|0|27.0|0|0|24.0|0|24.0|368.0|368.0|7280|0|7280
1878-10-01|6784|0|6784|49.0|0|49.0|0|0|49.0|0|49.0|17.0|17.0|6899|0|6899
1878-11-01|7556|0|7556|18.0|0|18.0|0|0|18.0|0|18.0|0|0|7592|0|7592
1878-12-01|8195|0|8195|9.0|0|9.0|0|0|10.0|0|10.0|1.0|1.0|8215|0|8215
1879-01-01|9844|0|9844|23.0|0|23.0|0|0|23.0|0|23.0|35.0|35.0|9925|0|9925
1879-02-01|10026|0|10026|31.0|0|31.0|0|0|31.0|0|31.0|16.0|16.0|10104|0|10104
1879-03-01|10816|0|10816|24.0|0|24.0|0|0|24.0|0|24.0|375.0|375.0|11239|0|11239
1879-04-01|11321|0|11321|14.0|0|14.0|0|0|14.0|0|14.0|318.0|318.0|11667|0|11667
1879-05-01|14209|0|14209|37.0|0|37.0|0|0|37.0|0|37.0|294.0|294.0|14577|0|14577
1879-06-01|14734|0|14734|57.0|0|57.0|0|0|61.0|0|61.0|200.0|200.0|15052|0|15052
1879-07-01|15451|0|15451|103.0|0|103.0|0|0|101.0|0|101.0|363.0|363.0|16018|0|16018
1879-08-01|16180|0|16180|66.0|0|66.0|0|0|65.0|0|65.0|34.0|34.0|16345|0|16345
1879-09-01|14892|0|14892|50.0|0|50.0|0|0|51.0|0|51.0|2.0|2.0|14995|0|14995
1879-10-01|14321|0|14321|27.0|0|27.0|0|0|28.0|0|28.0|25.0|25.0|14401|0|14401
1879-11-01|13013|0|13013|11.0|0|11.0|0|0|12.0|0|12.0|63.0|63.0|13099|0|13099
1879-12-01|14132|0|14132|21.0|0|21.0|0|0|23.0|0|23.0|308.0|308.0|14484|0|14484
1880-01-01|13317|0|13317|84.0|0|84.0|0|0|84.0|0|84.0|425.0|425.0|13910|0|13910
1880-02-01|12056|0|12056|18.0|0|18.0|0|0|18.0|0|18.0|279.0|279.0|12371|0|12371
1880-03-01|13622|0|13622|28.0|0|28.0|0|0|26.0|0|26.0|350.0|350.0|14026|0|14026
1880-04-01|12667|0|12667|40.0|0|40.0|0|0|41.0|0|41.0|221.0|221.0|12969|0|12969
1880-05-01|15650|0|15650|50.0|0|50.0|0|0|50.0|0|50.0|60.0|60.0|15810|0|15810
1880-06-01|14737|0|14737|93.0|0|93.0|0|0|93.0|0|93.0|12.0|12.0|14935|0|14935
1880-07-01|13464|0|13464|97.0|0|97.0|0|0|96.0|0|96.0|75.0|75.0|13732|0|13732
1880-08-01|12478|0|12478|29.0|0|29.0|0|0|29.0|0|29.0|17.0|17.0|12553|0|12553
1880-09-01|11392|0|11392|41.0|0|41.0|0|0|42.0|0|42.0|24.0|24.0|11499|0|11499
1880-10-01|12798|0|12798|28.0|0|28.0|0|0|27.0|0|27.0|115.0|115.0|12968|0|12968
1880-11-01|14118|0|14118|80.0|0|80.0|0|0|81.0|0|81.0|81.0|81.0|14360|0|14360
1880-12-01|14020|0|14020|51.0|0|51.0|0|0|54.0|0|54.0|91.0|91.0|14216|0|14216
1881-01-01|13427|0|13427|56.0|0|56.0|0|0|56.0|0|56.0|71.0|71.0|13610|0|13610
1881-02-01|11708|0|11708|37.0|0|37.0|0|0|37.0|0|37.0|117.0|117.0|11899|0|11899
1881-03-01|11813|0|11813|42.0|0|42.0|0|0|42.0|0|42.0|68.0|68.0|11965|0|11965
1881-04-01|11159|0|11159|38.0|0|38.0|0|0|38.0|0|38.0|56.0|56.0|11291|0|11291
1881-05-01|12161|0|12161|68.0|0|68.0|0|0|67.0|0|67.0|9.0|9.0|12305|0|12305
1881-06-01|14199|0|14199|134.0|0|134.0|0|0|135.0|0|135.0|66.0|66.0|14534|0|14534
1881-07-01|14378|0|14378|148.0|0|148.0|0|0|151.0|0|151.0|155.0|155.0|14832|0|14832
1881-08-01|15661|0|15661|50.0|0|50.0|0|0|49.0|0|49.0|12.0|12.0|15772|0|15772
1881-09-01|15199|0|15199|36.0|0|36.0|0|0|34.0|0|34.0|33.0|33.0|15302|0|15302
1881-10-01|14756|0|14756|31.0|0|31.0|0|0|31.0|0|31.0|1.0|1.0|14819|0|14819
1881-11-01|15790|0|15790|28.0|0|28.0|0|0|28.0|0|28.0|6.0|6.0|15852|0|15852
1881-12-01|12960|0|12960|36.0|0|36.0|0|0|37.0|0|37.0|1.0|1.0|13034|0|13034
1882-01-01|12953|0|12953|49.0|0|49.0|0|0|49.0|0|49.0|19.0|19.0|13070|0|13070
1882-02-01|11260|0|11260|15.0|0|15.0|0|0|16.0|0|16.0|0|0|11291|0|11291
1882-03-01|13824|0|13824|29.0|0|29.0|0|0|30.0|0|30.0|8.0|8.0|13891|0|13891
1882-04-01|13642|0|13642|19.0|0|19.0|0|0|20.0|0|20.0|3.0|3.0|13684|0|13684
1882-05-01|14327|0|14327|31.0|0|31.0|0|0|31.0|0|31.0|0|0|14389|0|14389
1882-06-01|13829|0|13829|24.0|0|24.0|0|0|26.0|0|26.0|1.0|1.0|13880|0|13880
1882-07-01|13253|0|13253|26.0|0|26.0|0|0|26.0|0|26.0|21.0|21.0|13326|0|13326
1882-08-01|12410|0|12410|32.0|0|32.0|0|0|32.0|0|32.0|1.0|1.0|12475|0|12475
1882-09-01|13230|0|13230|35.0|0|35.0|0|0|37.0|0|37.0|0|0|13302|0|13302
1882-10-01|13400|0|13400|30.0|0|30.0|0|0|30.0|0|30.0|2.0|2.0|13462|0|13462
1882-11-01|12074|0|12074|49.0|0|49.0|0|0|50.0|0|50.0|1.0|1.0|12174|0|12174
1882-12-01|13360|0|13360|45.0|0|45.0|0|0|45.0|0|45.0|1.0|1.0|13451|0|13451
1883-01-01|15289|0|15289|67.0|0|67.0|0|0|68.0|0|68.0|1.0|1.0|15425|0|15425
1883-02-01|18015|0|18015|45.0|0|45.0|0|0|46.0|0|46.0|1.0|1.0|18107|0|18107
1883-03-01|20340|0|20340|48.0|0|48.0|0|0|48.0|0|48.0|475.0|475.0|20911|0|20911
1883-04-01|19084|0|19084|50.0|0|50.0|0|0|50.0|0|50.0|278.0|278.0|19462|0|19462
1883-05-01|22972|0|22972|62.0|0|62.0|0|0|62.0|0|62.0|356.0|356.0|23452|0|23452
1883-06-01|23946|0|23946|53.0|0|53.0|0|0|54.0|0|54.0|461.0|461.0|24514|0|24514
1883-07-01|27808|0|27808|89.0|0|89.0|0|0|89.0|0|89.0|553.0|553.0|28539|0|28539
1883-08-01|25804|0|25804|51.0|0|51.0|0|0|52.0|0|52.0|5.0|5.0|25912|0|25912
1883-09-01|24097|0|24097|50.0|0|50.0|0|0|47.0|0|47.0|1.0|1.0|24195|0|24195
1883-10-01|24635|0|24635|44.0|0|44.0|0|0|43.0|0|43.0|0|0|24722|0|24722
1883-11-01|22045|0|22045|78.0|0|78.0|0|0|79.0|0|79.0|4.0|4.0|22206|0|22206
1883-12-01|27613|0|27613|201.0|0|201.0|0|0|203.0|0|203.0|29.0|29.0|28046|0|28046
1884-01-01|27840|0|27840|87.0|0|87.0|0|0|87.0|0|87.0|21.0|21.0|28035|0|28035
1884-02-01|26390|0|26390|43.0|0|43.0|0|0|45.0|0|45.0|18.0|18.0|26496|0|26496
1884-03-01|27365|0|27365|97.0|0|97.0|0|0|97.0|0|97.0|305.0|305.0|27864|0|27864
1884-04-01|27160|0|27160|316.0|0|316.0|0|0|333.0|0|333.0|205.0|205.0|28014|0|28014
1884-05-01|32616|0|32616|707.0|0|707.0|0|0|709.0|0|709.0|1042.0|1042.0|35074|0|35074
1884-06-01|31027|0|31027|711.0|0|711.0|0|0|713.0|0|713.0|810.0|810.0|33261|0|33261
1884-07-01|30911|0|30911|794.0|0|794.0|0|0|797.0|0|797.0|964.0|964.0|33466|0|33466
1884-08-01|35320|0|35320|705.0|0|705.0|0|0|714.0|0|714.0|441.0|441.0|37180|0|37180
1884-09-01|37097|0|37097|599.0|0|599.0|0|0|623.0|0|623.0|415.0|415.0|38734|0|38734
1884-10-01|45134|0|45134|226.0|0|226.0|0|0|231.0|0|231.0|61.0|61.0|45652|0|45652
1884-11-01|45635|0|45635|63.0|0|63.0|0|0|67.0|0|67.0|32.0|32.0|45797|0|45797
1884-12-01|44490|0|44490|59.0|0|59.0|0|0|58.0|0|58.0|8.0|8.0|44615|0|44615
1885-01-01|40233|0|40233|383.0|0|383.0|0|0|585.0|0|585.0|17.0|17.0|41218|0|41218
